userId,role,interests,registrationDate,location,activityScore,influenceScore,postCount,interactionCount,followerCount,followingCount,lastActiveDate
user_284,inactive,"animals",2020-06-12,长沙,20,18,16,81,197,54,2024-01-13
user_285,information-source,"politics",2020-03-24,郑州,74,65,121,2329,3409,117,2023-12-25
user_286,information-seeker,"sports,entertainment",2021-12-29,宁波,49,30,69,384,610,337,2023-11-16
user_287,information-seeker,"animals,arts and culture,science and technology",2023-06-09,成都,57,45,24,153,346,389,2023-11-29
user_288,general,"food and dining,entertainment,politics",2022-02-09,南京,68,35,125,1188,1795,116,2024-01-17
user_289,information-source,"politics",2021-12-03,杭州,92,70,190,3840,7612,191,2023-12-11
user_290,information-seeker,"learning and educational,fashion and beauty",2022-04-08,南京,60,39,43,130,602,254,2023-12-05
user_291,general,"fitness and health,learning and educational,animals",2022-11-10,青岛,55,51,106,780,1468,108,2023-12-27
user_292,inactive,"politics,arts and culture",2023-05-06,哈尔滨,6,11,4,53,166,24,2024-01-01
user_293,information-source,"animals,arts and culture,fitness and health",2022-06-13,北京,68,74,179,4153,4867,73,2024-01-03
user_294,information-source,"entertainment,learning and educational",2023-03-22,长春,81,84,406,4355,4828,160,2023-12-14
user_295,information-seeker,"fashion and beauty,travel",2021-04-17,武汉,29,33,74,287,438,500,2024-01-16
user_296,information-source,"entertainment,animals,politics",2023-08-07,南昌,70,85,207,2359,4083,183,2023-12-16
user_297,information-source,"fitness and health,animals",2022-09-07,上海,88,70,339,3604,4682,79,2024-01-06
user_298,information-seeker,"science and technology,learning and educational,arts and culture",2021-04-25,长沙,39,31,29,121,113,351,2023-12-15
user_299,information-source,"arts and culture",2023-06-19,太原,80,92,182,4140,8670,201,2023-12-04
user_300,general,"fitness and health,learning and educational",2023-01-11,长春,41,62,122,1368,771,141,2023-11-07
user_301,inactive,"animals",2022-07-07,无锡,23,17,16,86,55,63,2023-11-30
user_302,information-seeker,"politics",2023-06-27,天津,35,21,63,234,528,201,2023-12-28
user_303,information-seeker,"fitness and health,arts and culture",2020-11-08,长沙,34,18,22,162,608,276,2023-12-17
user_304,general,"fitness and health,business and finance,fashion and beauty",2020-03-12,武汉,65,45,123,661,2803,287,2023-12-09
user_305,information-source,"arts and culture",2023-10-14,上海,87,70,293,1934,3568,95,2023-11-08
user_306,general,"food and dining",2021-01-02,南昌,64,31,57,1110,936,177,2023-11-10
user_307,inactive,"food and dining",2022-06-23,苏州,5,10,19,70,63,84,2024-01-17
user_308,inactive,"fashion and beauty",2022-08-22,苏州,5,19,19,21,148,17,2023-11-11
user_309,general,"travel",2021-01-25,北京,58,32,132,1487,2367,109,2023-11-17
user_310,information-source,"sports,fashion and beauty",2022-06-21,广州,92,61,156,3915,9441,247,2023-11-12
user_311,general,"food and dining",2020-06-01,重庆,44,65,144,582,2741,216,2023-12-13
user_312,information-seeker,"science and technology,arts and culture,travel",2021-01-19,太原,36,40,63,373,222,249,2023-11-11
user_313,general,"fitness and health,business and finance,learning and educational",2023-08-04,广州,53,45,121,1025,2833,100,2023-11-21
user_314,information-seeker,"politics,business and finance,arts and culture",2020-03-25,济南,29,23,58,703,222,407,2024-01-10
user_315,information-seeker,"travel,food and dining",2023-12-22,哈尔滨,53,15,25,431,725,225,2023-11-15
user_316,general,"fitness and health,business and finance",2020-02-22,重庆,40,46,116,858,801,246,2024-01-18
user_317,general,"entertainment",2021-03-15,上海,40,58,81,1360,1420,176,2023-12-25
user_318,inactive,"animals,learning and educational,fitness and health",2020-01-07,福州,22,17,14,8,115,32,2023-12-30
user_319,information-source,"politics,entertainment,business and finance",2021-07-28,成都,79,67,376,3217,3863,88,2023-12-31
user_320,information-source,"politics,animals",2022-05-16,郑州,70,91,301,1085,5452,233,2023-11-03
user_321,information-seeker,"travel,entertainment,business and finance",2022-05-31,上海,46,38,53,172,266,560,2023-11-12
user_322,information-seeker,"learning and educational,travel",2020-01-08,广州,34,29,71,630,756,279,2023-11-21
user_323,general,"fitness and health,business and finance",2021-12-14,广州,44,39,139,1332,2090,284,2023-11-16
user_324,information-source,"entertainment,fashion and beauty,science and technology",2022-01-12,广州,76,73,182,1799,6925,55,2024-01-12
user_325,general,"animals,entertainment,travel",2022-09-23,昆明,58,45,148,1079,1985,142,2023-12-18
user_326,inactive,"animals,arts and culture,politics",2020-01-30,北京,17,9,12,75,188,24,2023-12-19
user_327,information-source,"entertainment,science and technology,arts and culture",2021-04-08,广州,95,94,475,3026,2776,126,2024-01-13
user_328,information-seeker,"arts and culture,learning and educational,entertainment",2023-11-09,苏州,53,27,28,735,936,513,2023-12-07
user_329,inactive,"business and finance,entertainment,animals",2023-04-15,宁波,7,12,19,35,19,79,2024-01-12
user_330,information-seeker,"animals,fitness and health,arts and culture",2023-04-15,合肥,42,32,20,372,207,516,2023-12-21
user_331,general,"animals,arts and culture",2023-11-14,大连,71,45,86,1254,1496,216,2023-11-17
user_332,general,"fashion and beauty,animals",2022-10-15,重庆,43,33,143,1023,1950,206,2023-12-31
user_333,information-source,"entertainment",2022-05-20,天津,84,95,309,4538,9060,220,2024-01-10
user_334,information-source,"science and technology",2022-11-26,昆明,69,69,296,3642,5732,59,2023-12-04
user_335,information-source,"travel,arts and culture,business and finance",2020-08-17,苏州,80,90,395,2116,8643,146,2023-11-29
user_336,inactive,"travel,learning and educational,arts and culture",2021-04-10,广州,10,10,6,52,39,42,2023-12-02
user_337,general,"business and finance,sports",2021-12-15,宁波,66,30,73,1399,1125,196,2024-01-12
user_338,inactive,"fashion and beauty,business and finance",2022-08-07,广州,6,3,20,40,48,5,2024-01-10
user_339,information-seeker,"travel,fashion and beauty",2020-10-03,石家庄,25,44,52,153,432,596,2023-11-19
user_340,information-seeker,"animals",2023-02-13,无锡,33,27,20,171,673,569,2023-12-20
user_341,inactive,"learning and educational",2021-03-28,青岛,18,16,0,3,17,46,2023-12-15
user_342,information-seeker,"animals,sports,entertainment",2020-06-14,厦门,48,19,54,736,566,584,2024-01-16
user_343,general,"food and dining,learning and educational",2023-06-19,上海,63,64,91,680,2346,291,2023-12-01
user_344,general,"arts and culture,entertainment",2022-09-03,苏州,73,31,107,1059,1861,283,2023-11-28
user_345,information-source,"travel",2022-07-24,厦门,74,79,289,3219,8024,177,2024-01-03
user_346,information-seeker,"entertainment,science and technology",2023-09-21,厦门,41,40,12,631,396,534,2023-11-11
user_347,information-seeker,"animals,fitness and health",2022-08-31,石家庄,35,30,61,381,174,549,2024-01-01
user_348,information-seeker,"fitness and health",2021-10-11,济南,31,29,17,146,845,430,2023-11-11
user_349,inactive,"business and finance,fashion and beauty",2020-11-19,哈尔滨,19,15,12,87,100,49,2023-12-20
user_350,information-source,"business and finance,animals,food and dining",2022-04-21,昆明,90,68,402,1798,5296,130,2023-11-16
user_351,information-seeker,"entertainment,travel",2020-02-05,太原,37,20,21,606,235,560,2023-12-04
user_352,inactive,"fitness and health,fashion and beauty,business and finance",2023-07-16,杭州,24,9,14,18,163,83,2024-01-14
user_353,information-seeker,"science and technology,learning and educational",2023-01-15,广州,26,30,31,331,488,444,2023-11-05
user_354,inactive,"fashion and beauty",2023-12-21,长沙,18,17,0,39,197,33,2024-01-13
user_355,general,"fashion and beauty,science and technology,travel",2021-04-09,石家庄,61,48,128,1255,757,292,2023-11-03
user_356,information-seeker,"food and dining,science and technology,fitness and health",2022-10-13,青岛,56,21,71,195,819,594,2023-11-02
user_357,general,"arts and culture",2021-07-13,西安,57,33,143,1490,2048,220,2023-12-15
user_358,information-source,"learning and educational,fitness and health,politics",2021-09-30,长沙,68,63,241,4335,8907,52,2023-11-18
user_359,information-source,"fashion and beauty,learning and educational,fitness and health",2021-12-04,大连,91,77,339,3409,5738,87,2023-11-24
user_360,information-source,"arts and culture,animals",2023-09-14,北京,93,81,233,1540,5734,210,2023-12-08
user_361,information-seeker,"animals,arts and culture,politics",2023-09-03,郑州,28,34,13,221,861,388,2024-01-15
user_362,general,"entertainment",2020-08-04,佛山,67,40,119,605,2606,152,2024-01-07
user_363,general,"arts and culture,learning and educational",2021-09-10,无锡,71,53,140,1318,1425,300,2024-01-03
user_364,inactive,"sports,food and dining,learning and educational",2022-06-24,上海,8,13,12,48,46,73,2023-11-12
user_365,general,"animals",2021-11-18,合肥,45,43,81,610,1094,300,2023-11-07
user_366,information-source,"business and finance",2023-06-09,重庆,72,92,118,3008,7245,210,2024-01-09
user_367,general,"arts and culture,fashion and beauty",2020-09-08,深圳,67,40,108,1435,937,298,2023-12-11
user_368,inactive,"fashion and beauty,food and dining,entertainment",2022-09-09,青岛,23,11,17,7,109,43,2023-11-20
user_369,inactive,"entertainment,science and technology",2023-11-23,武汉,13,3,17,88,94,40,2023-11-03
user_370,general,"fitness and health,fashion and beauty",2020-07-23,西安,58,43,131,1195,2858,244,2023-12-04
user_371,general,"animals,arts and culture",2020-04-13,西安,54,50,54,951,1484,162,2023-12-12
user_372,information-seeker,"learning and educational,science and technology,food and dining",2020-05-03,北京,58,40,56,323,247,510,2023-11-30
user_373,general,"animals,learning and educational",2023-01-30,重庆,70,47,150,824,590,139,2023-11-10
user_374,general,"travel",2023-07-14,成都,52,36,102,714,1529,275,2024-01-12
user_375,general,"entertainment,fitness and health",2021-09-21,厦门,60,54,144,820,904,289,2023-11-11
user_376,information-source,"entertainment,fashion and beauty",2023-10-21,长春,83,79,428,1220,4375,109,2023-11-09
user_377,inactive,"arts and culture",2023-10-31,太原,16,11,18,68,73,48,2023-12-23
user_378,information-source,"science and technology",2021-05-03,广州,83,86,213,1185,8779,198,2023-12-10
user_379,information-source,"entertainment",2020-05-29,西安,70,84,158,4961,6046,124,2023-12-15
user_380,general,"fashion and beauty,learning and educational,food and dining",2022-07-15,宁波,66,52,58,1317,1229,230,2023-12-14
user_381,information-seeker,"entertainment",2021-07-27,杭州,60,39,54,631,522,250,2023-12-04
user_382,information-source,"animals",2023-11-27,昆明,92,89,179,3070,6883,65,2023-11-03
user_383,information-seeker,"animals,science and technology,travel",2023-12-03,沈阳,59,32,10,255,444,532,2023-12-01
user_384,inactive,"fitness and health",2020-03-15,无锡,22,3,20,61,81,64,2024-01-02
user_385,information-source,"animals,sports,learning and educational",2023-01-26,上海,68,71,500,3366,3008,200,2023-12-28
user_386,inactive,"fashion and beauty,fitness and health",2022-08-05,北京,8,12,1,88,21,15,2024-01-10
user_387,inactive,"travel,sports",2021-08-31,大连,22,3,0,64,74,74,2023-12-16
user_388,general,"animals",2022-08-03,佛山,62,48,131,846,2762,129,2023-11-19
user_389,general,"fitness and health,learning and educational,animals",2021-03-03,成都,55,58,88,822,737,199,2023-11-23
user_390,inactive,"animals,arts and culture,travel",2022-05-15,沈阳,18,4,20,11,150,68,2023-11-27
user_391,information-seeker,"fashion and beauty",2022-07-01,广州,47,22,80,107,407,403,2023-11-05
user_392,information-seeker,"learning and educational,entertainment",2022-10-20,大连,54,19,15,210,612,537,2023-12-27
user_393,information-seeker,"fashion and beauty",2021-07-16,天津,56,16,18,555,386,530,2024-01-12
user_394,information-seeker,"science and technology,sports",2021-05-22,北京,39,19,21,232,207,425,2024-01-04
user_395,information-seeker,"science and technology",2023-11-05,北京,26,25,37,175,307,371,2023-11-25
user_396,general,"animals,food and dining,arts and culture",2023-10-01,成都,72,50,76,568,2361,274,2023-12-23
user_397,information-source,"politics,food and dining",2022-04-20,福州,69,92,204,2960,2539,102,2023-11-08
user_398,information-seeker,"science and technology,politics,sports",2023-03-07,天津,36,27,14,360,654,593,2024-01-18
user_399,general,"learning and educational,science and technology",2021-04-01,广州,67,33,122,1015,798,212,2023-12-15
user_400,information-source,"travel,business and finance",2022-05-15,成都,76,83,166,3633,2079,59,2023-11-22
user_401,general,"animals,arts and culture,business and finance",2020-11-12,合肥,54,62,69,1430,2643,184,2023-11-08
user_402,general,"arts and culture,science and technology,sports",2022-07-14,长沙,68,34,106,1454,1702,218,2023-12-03
user_403,information-seeker,"animals,politics",2022-02-21,苏州,26,32,37,609,773,261,2023-11-10
user_404,information-source,"business and finance,entertainment,fitness and health",2021-06-19,青岛,76,70,185,4431,8222,79,2023-11-11
user_405,information-source,"food and dining,animals",2022-01-23,西安,83,93,454,2144,6914,108,2023-11-19
user_406,general,"learning and educational,fashion and beauty",2022-11-11,沈阳,52,39,134,889,2738,226,2023-11-25
user_407,inactive,"business and finance,arts and culture",2023-09-17,昆明,16,19,8,76,91,79,2023-11-15
user_408,general,"travel",2023-03-29,太原,72,34,149,1071,2505,200,2024-01-01
user_409,information-seeker,"food and dining",2020-08-15,西安,35,21,73,233,408,558,2023-12-31
user_410,general,"learning and educational,travel",2023-08-04,武汉,55,62,125,1187,2113,138,2023-11-20
user_411,information-seeker,"entertainment",2021-07-03,成都,43,20,13,202,260,282,2023-11-26
user_412,information-source,"fashion and beauty,animals",2023-09-15,哈尔滨,90,68,142,3429,6725,205,2023-12-30
user_413,information-source,"travel,politics",2022-09-05,南京,83,74,204,2676,3416,140,2023-11-17
user_414,general,"entertainment,travel,science and technology",2021-01-05,青岛,45,52,99,845,2284,188,2023-11-03
user_415,general,"animals",2021-08-29,合肥,41,54,56,535,1592,135,2023-11-09
user_416,information-seeker,"learning and educational,travel,entertainment",2022-05-17,杭州,47,32,43,324,711,227,2024-01-10
user_417,information-source,"business and finance",2021-04-11,哈尔滨,82,86,269,2399,6773,234,2023-12-13
user_418,general,"politics,science and technology,travel",2020-05-09,南昌,53,34,68,1274,2214,278,2024-01-09
user_419,information-seeker,"entertainment,fashion and beauty",2020-01-02,合肥,27,35,68,655,814,246,2024-01-18
user_420,inactive,"travel",2021-04-09,重庆,14,9,1,39,91,61,2023-12-20
user_421,information-seeker,"animals",2020-10-22,昆明,46,43,31,365,739,341,2023-12-11
user_422,general,"politics,fitness and health,entertainment",2023-07-18,哈尔滨,60,32,149,682,2207,138,2024-01-04
user_423,general,"food and dining,fashion and beauty",2021-03-03,西安,68,36,90,1300,1247,295,2024-01-13
user_424,information-seeker,"business and finance",2023-09-27,宁波,43,27,48,236,933,208,2023-12-13
user_425,inactive,"food and dining,entertainment,business and finance",2023-07-11,重庆,10,12,13,90,78,63,2023-12-17
user_426,inactive,"learning and educational",2021-03-20,北京,8,9,19,44,155,5,2023-12-13
user_427,information-source,"animals",2021-11-16,太原,68,86,470,4829,4592,109,2023-11-09
user_428,information-source,"animals,travel",2020-10-02,哈尔滨,81,84,160,3331,5509,108,2023-11-27
user_429,information-source,"science and technology,animals",2022-08-01,宁波,71,94,483,1604,9051,224,2023-12-24
user_430,general,"business and finance,arts and culture",2023-01-08,石家庄,47,49,119,891,1058,141,2023-12-12
user_431,inactive,"animals",2022-08-05,佛山,12,8,16,81,27,10,2023-12-03
user_432,inactive,"arts and culture,food and dining",2021-07-17,昆明,22,7,8,5,158,76,2023-12-06
user_433,inactive,"animals",2022-07-30,重庆,8,20,20,10,169,47,2023-12-30
user_434,information-source,"arts and culture",2020-09-25,深圳,88,69,401,1001,4592,196,2023-11-18
user_435,information-source,"entertainment",2022-02-08,北京,90,67,386,3640,2368,125,2024-01-04
user_436,general,"arts and culture",2022-04-05,广州,65,36,51,691,2067,266,2023-11-19
user_437,information-source,"animals,entertainment",2021-01-26,厦门,80,72,431,2506,8672,176,2023-12-31
user_438,general,"politics,animals,learning and educational",2021-08-06,天津,68,33,108,633,1725,259,2023-12-04
user_439,information-seeker,"business and finance,travel",2020-05-08,苏州,36,43,71,767,433,206,2023-11-18
user_440,information-source,"entertainment,business and finance",2021-07-13,福州,90,66,354,4701,2423,168,2023-11-23
user_441,information-source,"politics,fashion and beauty,science and technology",2022-02-21,石家庄,71,95,373,3313,6451,66,2023-12-14
user_442,information-seeker,"travel,business and finance",2022-04-23,上海,38,22,58,163,508,547,2024-01-04
user_443,information-source,"animals,learning and educational",2021-08-09,石家庄,93,88,128,4921,2146,230,2023-11-14
user_444,information-seeker,"animals,sports,travel",2023-03-19,武汉,28,36,74,514,508,589,2023-12-20
user_445,information-source,"fitness and health,fashion and beauty,entertainment",2022-05-11,石家庄,73,77,341,2280,2553,84,2023-12-22
user_446,general,"food and dining,entertainment",2021-04-07,石家庄,56,51,60,932,1009,136,2023-11-22
user_447,information-seeker,"business and finance",2021-05-16,济南,38,38,40,154,297,350,2024-01-18
user_448,information-seeker,"travel,fashion and beauty",2023-08-26,广州,35,23,22,323,714,451,2023-12-24
user_449,information-source,"animals",2023-03-17,深圳,85,95,435,4850,7966,219,2024-01-11
user_450,general,"entertainment",2022-05-16,成都,66,58,119,803,881,215,2023-11-22
user_451,information-source,"arts and culture,animals,food and dining",2023-10-01,西安,85,63,217,2622,6194,222,2023-12-14
user_452,information-source,"learning and educational,fitness and health,travel",2023-09-23,宁波,94,76,120,3482,5772,163,2024-01-07
user_453,general,"animals,science and technology",2021-11-11,武汉,43,37,67,533,2039,151,2024-01-05
user_454,general,"science and technology,sports,politics",2020-02-28,大连,43,57,108,821,2976,109,2024-01-03
user_455,inactive,"travel,animals",2023-08-19,青岛,13,15,7,74,54,30,2023-11-25
user_456,information-source,"entertainment,learning and educational,food and dining",2021-08-08,佛山,68,86,372,2191,7854,64,2024-01-09
user_457,general,"sports,fashion and beauty",2020-12-04,佛山,66,60,61,1500,1470,295,2023-11-03
user_458,inactive,"business and finance,politics,fitness and health",2023-08-12,大连,9,12,8,45,163,96,2023-12-15
user_459,inactive,"sports",2023-07-02,南昌,23,12,0,35,168,70,2023-12-02
user_460,general,"animals,food and dining",2022-07-15,南昌,75,52,55,1407,1796,188,2023-11-18
user_461,inactive,"business and finance",2021-02-06,北京,14,3,12,27,57,67,2023-11-01
user_462,information-source,"food and dining,fashion and beauty,travel",2022-02-24,南昌,65,64,194,1613,6482,113,2024-01-04
user_463,information-source,"science and technology,entertainment,fitness and health",2023-12-06,天津,92,63,388,1985,4989,216,2023-11-29
user_464,information-seeker,"sports,learning and educational,animals",2020-05-16,石家庄,49,28,61,239,105,475,2023-11-16
user_465,information-seeker,"arts and culture,learning and educational,science and technology",2023-02-18,福州,51,20,43,361,188,238,2023-12-13
user_466,inactive,"travel,animals,sports",2021-08-12,济南,23,3,10,45,37,74,2023-12-06
user_467,information-source,"business and finance,travel,entertainment",2021-12-27,广州,80,84,331,2053,9826,121,2023-12-23
user_468,general,"food and dining,animals",2023-08-08,青岛,46,57,146,1247,1666,199,2023-12-29
user_469,inactive,"fitness and health,fashion and beauty",2023-05-10,北京,7,9,5,28,140,44,2023-12-11
user_470,inactive,"arts and culture",2023-04-26,西安,16,18,13,64,17,28,2024-01-04
user_471,information-source,"sports,food and dining,animals",2020-07-14,厦门,80,79,398,4712,6183,92,2023-11-08
user_472,inactive,"politics,arts and culture,learning and educational",2020-10-30,沈阳,17,8,19,65,132,82,2023-11-01
user_473,inactive,"sports",2022-06-21,合肥,23,16,19,22,52,55,2024-01-19
user_474,information-source,"learning and educational",2022-03-12,南昌,81,63,498,4689,9179,69,2023-11-14
user_475,inactive,"science and technology,food and dining,business and finance",2022-02-23,深圳,13,15,12,54,25,92,2023-11-03
user_476,information-seeker,"learning and educational",2020-04-24,北京,26,45,14,166,631,506,2023-12-11
user_477,information-seeker,"fashion and beauty",2022-05-10,成都,32,20,28,486,164,424,2024-01-05
user_478,general,"fitness and health,learning and educational",2023-12-13,福州,48,36,78,1380,2541,196,2023-11-26
user_479,general,"entertainment,fitness and health,travel",2021-06-29,广州,61,52,108,1326,1291,103,2023-12-17
user_480,general,"animals,arts and culture",2023-12-25,合肥,65,37,101,965,651,181,2023-11-23
user_481,information-source,"science and technology",2020-08-02,广州,80,91,341,1848,3492,235,2024-01-17
user_482,inactive,"animals,fashion and beauty",2020-07-20,武汉,9,8,10,70,32,63,2023-11-30
user_483,general,"arts and culture,fashion and beauty,travel",2021-07-13,南昌,61,50,78,1412,870,258,2023-12-18
user_484,general,"sports,food and dining,animals",2023-10-01,无锡,60,33,148,1241,1596,285,2023-11-03
user_485,information-source,"fashion and beauty,science and technology,fitness and health",2023-05-20,北京,80,89,463,3534,4642,176,2024-01-05
user_486,inactive,"arts and culture,fitness and health,animals",2022-05-11,苏州,10,20,8,1,142,43,2023-12-05
user_487,information-seeker,"politics,business and finance,science and technology",2021-06-27,沈阳,36,17,25,714,503,385,2024-01-01
user_488,information-seeker,"science and technology,learning and educational",2020-02-20,昆明,49,42,22,246,942,377,2023-11-04
user_489,information-source,"food and dining,learning and educational,science and technology",2020-05-22,广州,89,71,320,4943,8966,164,2024-01-04
user_490,information-seeker,"science and technology",2022-05-29,天津,51,42,33,308,442,530,2024-01-04
user_491,inactive,"animals,science and technology,sports",2021-07-15,沈阳,23,8,3,4,166,60,2024-01-07
user_492,general,"animals,arts and culture,politics",2021-12-05,深圳,55,55,149,1346,2766,216,2023-12-11
user_493,inactive,"food and dining,animals",2021-02-24,佛山,18,14,6,47,174,6,2023-11-28
user_494,information-source,"entertainment",2020-10-13,苏州,68,86,294,2854,4146,114,2024-01-06
user_495,general,"learning and educational,arts and culture,entertainment",2022-06-16,天津,48,48,109,1136,2381,141,2023-11-13
user_496,general,"travel,politics",2021-02-13,济南,60,33,135,1076,935,243,2023-11-07
user_497,inactive,"animals,sports",2023-04-04,青岛,8,10,9,60,88,59,2023-12-13
user_498,general,"food and dining,learning and educational,science and technology",2022-07-20,深圳,44,40,59,852,2586,259,2023-11-02
user_499,inactive,"fashion and beauty,learning and educational",2021-03-17,太原,6,17,19,58,125,23,2023-12-05
user_500,inactive,"sports,food and dining,animals",2020-07-29,南昌,16,9,16,93,190,31,2023-11-21
