userId,role,interests,registrationDate,location,activityScore,influenceScore,postCount,interactionCount,followerCount,followingCount,lastActiveDate
user_284,information-source,"fashion and beauty,fitness and health,politics",2022-04-10,重庆,90,91,285,4360,6982,188,2024-01-11
user_285,information-source,"travel",2022-08-25,郑州,82,72,491,3101,3126,164,2024-01-11
user_286,information-source,"food and dining,fitness and health,science and technology",2022-02-25,长沙,76,85,328,4434,9585,217,2023-12-15
user_287,information-source,"arts and culture",2021-02-02,大连,69,75,219,3267,3174,210,2024-01-09
user_288,general,"learning and educational,fashion and beauty,business and finance",2022-11-17,石家庄,60,43,136,545,1097,168,2023-11-21
user_289,inactive,"food and dining,fitness and health,fashion and beauty",2023-08-02,石家庄,24,8,3,92,116,86,2024-01-03
user_290,general,"politics",2023-09-09,厦门,60,60,65,1030,1149,195,2023-11-07
user_291,inactive,"animals",2020-10-31,福州,9,8,1,69,71,21,2023-12-27
user_292,inactive,"entertainment",2021-08-06,昆明,9,10,15,74,10,47,2024-01-17
user_293,inactive,"entertainment",2022-03-07,宁波,6,3,20,63,83,55,2024-01-17
user_294,information-source,"arts and culture,animals,politics",2021-05-29,无锡,72,82,161,3180,8847,96,2023-11-18
user_295,general,"science and technology",2022-10-05,太原,40,60,72,1006,1886,229,2023-12-08
user_296,general,"animals,travel,arts and culture",2022-06-06,上海,57,55,113,1268,640,185,2023-11-05
user_297,inactive,"politics,sports",2022-01-04,合肥,20,12,9,84,150,12,2023-12-08
user_298,inactive,"sports,fashion and beauty,travel",2021-10-29,宁波,10,7,3,72,80,5,2024-01-07
user_299,information-seeker,"travel",2023-03-29,石家庄,60,26,25,779,512,574,2023-11-25
user_300,information-source,"arts and culture",2022-07-18,石家庄,80,81,105,1776,5395,249,2024-01-04
user_301,information-source,"food and dining,arts and culture",2020-05-22,长春,72,72,475,2763,2575,77,2023-11-03
user_302,inactive,"entertainment",2022-10-28,大连,20,5,15,14,170,49,2023-11-23
user_303,general,"entertainment,animals,fitness and health",2022-11-10,深圳,58,35,119,885,1593,258,2024-01-05
user_304,inactive,"food and dining,entertainment,business and finance",2023-09-07,哈尔滨,21,5,2,82,160,66,2024-01-11
user_305,information-source,"fashion and beauty,politics",2023-02-09,天津,66,90,462,3186,6611,162,2024-01-03
user_306,general,"arts and culture,entertainment",2021-07-19,长沙,65,63,150,1185,2905,127,2023-11-27
user_307,information-seeker,"food and dining,entertainment",2023-08-29,合肥,35,31,40,166,427,365,2024-01-01
user_308,inactive,"animals,entertainment,fashion and beauty",2023-11-22,西安,12,19,13,73,137,27,2023-12-11
user_309,information-source,"fitness and health",2022-10-01,长沙,95,84,110,4123,7333,226,2023-11-10
user_310,inactive,"entertainment,fitness and health,business and finance",2022-10-17,青岛,20,10,10,57,93,97,2023-11-05
user_311,inactive,"business and finance,learning and educational",2020-08-05,深圳,10,19,2,0,144,65,2023-11-25
user_312,general,"entertainment,fitness and health,travel",2021-11-27,南昌,51,64,95,572,1320,130,2023-12-19
user_313,inactive,"fitness and health,arts and culture,food and dining",2022-03-14,沈阳,24,20,20,100,200,10,2023-11-02
user_314,general,"fitness and health,animals,travel",2023-10-08,无锡,67,61,150,641,1551,245,2023-12-20
user_315,information-source,"politics,food and dining,learning and educational",2023-06-23,宁波,69,70,411,3625,5430,103,2023-12-20
user_316,general,"politics,learning and educational,sports",2021-10-07,广州,56,45,77,645,1454,262,2024-01-12
user_317,general,"travel",2022-07-21,合肥,68,63,84,983,1335,255,2023-12-26
user_318,general,"learning and educational,animals,sports",2023-03-21,苏州,72,33,56,1080,1755,273,2023-12-10
user_319,information-seeker,"animals",2021-03-30,合肥,55,35,36,268,185,230,2023-12-18
user_320,general,"politics,learning and educational,animals",2022-04-04,天津,48,60,55,918,1816,150,2023-11-30
user_321,general,"fashion and beauty",2022-06-26,天津,59,36,117,962,1468,160,2023-11-04
user_322,general,"animals",2020-03-20,苏州,44,38,102,1276,676,115,2023-11-04
user_323,information-seeker,"fashion and beauty,business and finance",2023-04-21,上海,44,34,20,673,206,360,2023-11-02
user_324,information-source,"business and finance",2020-04-07,长春,79,65,495,1178,9733,146,2023-11-13
user_325,inactive,"arts and culture,animals",2021-07-01,长沙,15,18,17,15,136,93,2023-12-03
user_326,information-source,"business and finance",2020-03-31,长春,76,61,145,2087,8610,58,2024-01-14
user_327,information-seeker,"arts and culture",2021-03-24,西安,26,31,65,431,621,286,2023-12-17
user_328,general,"animals,learning and educational,travel",2020-11-25,石家庄,63,64,103,926,2280,252,2024-01-19
user_329,general,"business and finance",2021-07-15,武汉,48,34,55,1250,2628,190,2024-01-12
user_330,information-source,"politics,learning and educational",2021-09-02,广州,83,80,180,4510,3710,190,2023-12-21
user_331,general,"fitness and health,travel,animals",2021-11-10,无锡,64,51,142,553,2402,138,2024-01-02
user_332,information-seeker,"sports,animals",2020-01-24,郑州,39,42,27,235,950,480,2023-12-01
user_333,information-source,"learning and educational",2022-11-23,重庆,74,78,149,4432,4494,87,2024-01-17
user_334,information-source,"animals,entertainment",2020-04-17,武汉,66,60,386,1938,8685,63,2024-01-07
user_335,general,"fitness and health,learning and educational,travel",2023-08-27,重庆,61,45,105,1424,2971,298,2023-11-28
user_336,inactive,"entertainment,business and finance",2023-10-04,杭州,23,3,12,59,95,27,2024-01-04
user_337,inactive,"animals",2023-03-31,哈尔滨,18,4,10,69,57,39,2023-12-17
user_338,information-seeker,"learning and educational,arts and culture",2021-02-03,昆明,36,30,16,697,758,581,2023-12-25
user_339,information-source,"science and technology",2023-08-07,重庆,88,91,403,2168,3910,100,2023-12-10
user_340,general,"travel,entertainment,food and dining",2023-03-03,大连,71,31,53,1255,865,132,2023-11-08
user_341,information-source,"food and dining,sports,learning and educational",2021-09-07,长沙,88,74,325,4200,2660,156,2023-12-16
user_342,general,"fitness and health,science and technology,travel",2023-01-17,杭州,72,33,66,1421,926,167,2023-11-20
user_343,information-source,"fashion and beauty,entertainment",2022-12-15,广州,94,83,358,1060,7427,245,2023-11-21
user_344,information-seeker,"sports,fitness and health,fashion and beauty",2020-05-29,西安,28,43,28,644,652,400,2023-11-18
user_345,information-source,"fitness and health,animals",2020-07-15,上海,73,86,196,4484,8313,176,2023-11-17
user_346,information-source,"fitness and health,business and finance,science and technology",2021-04-27,郑州,84,85,240,4895,5403,68,2023-11-04
user_347,general,"entertainment,arts and culture,travel",2022-09-24,合肥,73,52,82,558,2004,276,2023-11-11
user_348,information-seeker,"business and finance",2020-04-22,上海,57,26,17,127,687,595,2024-01-09
user_349,information-source,"animals",2021-08-01,广州,66,72,225,4842,2591,240,2023-12-03
user_350,inactive,"arts and culture,animals,sports",2023-01-13,苏州,8,16,18,56,173,66,2023-11-03
user_351,general,"politics,sports,arts and culture",2023-08-09,西安,45,63,135,1218,2021,213,2023-12-03
user_352,information-seeker,"fitness and health",2023-02-18,成都,37,36,22,304,833,385,2023-12-02
user_353,information-source,"learning and educational,fitness and health",2023-08-05,宁波,83,81,100,2732,8800,142,2024-01-09
user_354,information-seeker,"business and finance",2022-10-24,天津,58,37,51,215,460,309,2023-12-10
user_355,information-source,"sports,learning and educational,entertainment",2023-07-21,长春,75,82,304,1405,4559,227,2023-12-29
user_356,information-seeker,"food and dining,politics",2023-12-08,青岛,42,33,52,793,282,348,2024-01-10
user_357,information-source,"travel,learning and educational,arts and culture",2020-07-15,北京,79,73,147,3732,4504,109,2023-11-14
user_358,information-seeker,"arts and culture,business and finance",2023-08-23,成都,60,39,18,380,369,255,2023-11-08
user_359,inactive,"fashion and beauty",2021-01-02,合肥,22,17,11,63,26,41,2023-12-07
user_360,information-seeker,"entertainment,learning and educational,science and technology",2020-08-01,石家庄,41,15,76,733,318,600,2023-12-13
user_361,inactive,"science and technology,learning and educational",2021-01-27,长沙,20,12,6,43,41,89,2023-12-25
user_362,inactive,"animals,arts and culture,business and finance",2023-04-06,广州,10,5,2,71,105,91,2024-01-08
user_363,information-seeker,"learning and educational,business and finance",2023-01-27,北京,34,43,24,556,900,202,2023-12-10
user_364,information-seeker,"learning and educational,food and dining",2023-02-19,济南,52,16,19,633,717,297,2023-12-16
user_365,general,"entertainment,animals,fitness and health",2023-01-10,沈阳,69,31,54,1255,1968,223,2024-01-18
user_366,information-source,"entertainment,business and finance",2020-09-18,北京,73,86,193,1139,3306,66,2024-01-09
user_367,information-seeker,"learning and educational",2023-09-14,重庆,25,29,80,635,266,391,2023-12-25
user_368,general,"business and finance",2023-01-02,沈阳,41,30,108,1009,1201,213,2023-11-07
user_369,inactive,"entertainment,politics",2023-08-06,天津,10,3,17,28,176,31,2023-11-04
user_370,inactive,"travel,food and dining,animals",2022-03-11,昆明,20,19,9,66,88,75,2023-12-30
user_371,information-seeker,"science and technology",2022-05-12,成都,55,30,62,265,422,359,2023-12-12
user_372,information-source,"science and technology,business and finance",2022-01-27,天津,78,79,275,4653,2342,137,2023-12-22
user_373,information-source,"fitness and health",2021-11-21,佛山,89,87,133,4149,9720,59,2023-12-18
user_374,inactive,"arts and culture",2023-12-13,哈尔滨,21,18,3,53,17,62,2023-11-07
user_375,information-source,"sports,animals",2022-08-15,济南,92,73,234,2272,2809,151,2023-11-02
user_376,inactive,"fashion and beauty,entertainment",2023-05-31,长沙,7,13,8,51,104,41,2023-12-28
user_377,information-source,"travel",2020-11-24,北京,87,77,384,3723,8176,217,2024-01-03
user_378,inactive,"business and finance",2023-01-19,南京,18,13,11,37,87,43,2024-01-09
user_379,inactive,"learning and educational,animals",2022-08-02,西安,22,5,16,13,183,20,2023-12-28
user_380,inactive,"business and finance,entertainment,sports",2022-01-01,沈阳,17,15,12,95,180,13,2024-01-19
user_381,inactive,"business and finance,learning and educational",2020-09-19,合肥,19,5,10,0,155,79,2023-11-30
user_382,general,"science and technology,politics",2022-10-07,武汉,55,63,143,1443,1521,218,2023-11-17
user_383,inactive,"animals",2020-01-12,上海,19,14,7,32,47,96,2023-12-28
user_384,information-seeker,"politics,fitness and health,food and dining",2020-02-16,太原,34,29,65,615,930,520,2023-12-11
user_385,information-seeker,"learning and educational",2020-05-20,南京,53,19,15,627,132,546,2024-01-18
user_386,general,"learning and educational",2020-05-12,太原,75,41,82,613,1717,185,2023-11-22
user_387,information-source,"travel,politics",2020-10-24,昆明,76,74,412,4005,2274,227,2024-01-05
user_388,general,"fitness and health,travel,animals",2021-11-25,郑州,75,62,92,1122,1629,238,2023-12-12
user_389,information-source,"arts and culture,fashion and beauty",2020-11-10,太原,74,81,486,1384,8417,163,2024-01-11
user_390,inactive,"animals",2021-12-22,天津,16,10,14,91,184,62,2023-12-20
user_391,information-seeker,"fashion and beauty,politics,travel",2023-09-09,青岛,42,27,56,511,924,592,2023-11-25
user_392,information-source,"science and technology,animals,learning and educational",2023-09-03,成都,70,60,228,4918,4428,233,2024-01-10
user_393,inactive,"animals,travel,arts and culture",2022-05-08,福州,25,8,19,2,183,79,2023-11-09
user_394,information-source,"business and finance,fashion and beauty,entertainment",2021-12-20,沈阳,73,87,130,4091,8590,107,2024-01-02
user_395,information-source,"animals,learning and educational,food and dining",2021-04-04,济南,91,89,128,1541,7006,243,2024-01-19
user_396,general,"arts and culture,animals",2020-02-01,苏州,50,31,116,648,2843,240,2024-01-12
user_397,inactive,"sports,travel,science and technology",2023-02-11,北京,24,17,14,45,168,79,2024-01-14
user_398,inactive,"animals",2023-04-01,昆明,20,16,19,57,135,37,2024-01-03
user_399,information-seeker,"fashion and beauty,fitness and health,business and finance",2022-09-23,昆明,34,45,31,571,781,496,2023-12-12
user_400,inactive,"business and finance",2020-11-05,沈阳,5,7,14,23,112,49,2023-11-25
user_401,inactive,"arts and culture,animals,entertainment",2023-08-11,合肥,8,9,19,30,162,40,2023-12-05
user_402,inactive,"animals",2023-08-29,无锡,10,13,8,53,73,95,2023-12-23
user_403,information-seeker,"fashion and beauty,fitness and health",2023-12-08,福州,28,43,28,140,640,534,2023-11-01
user_404,general,"business and finance",2020-08-05,杭州,69,47,113,1488,1487,222,2023-12-05
user_405,general,"entertainment",2023-06-23,石家庄,47,37,149,1225,1028,251,2023-11-15
user_406,information-seeker,"food and dining,travel,fitness and health",2020-02-13,深圳,30,37,41,474,202,314,2023-11-27
user_407,information-seeker,"business and finance,learning and educational",2023-06-05,厦门,29,19,57,605,961,317,2023-11-26
user_408,general,"animals,arts and culture,sports",2020-08-21,无锡,46,44,136,1380,1146,204,2024-01-09
user_409,general,"food and dining,travel,fitness and health",2021-08-04,太原,65,60,55,1376,2403,298,2023-11-19
user_410,general,"entertainment,arts and culture",2023-07-14,上海,52,42,66,1142,2377,270,2023-12-19
user_411,information-source,"food and dining,travel",2020-09-07,北京,69,88,343,3751,9269,233,2023-12-02
user_412,general,"food and dining,politics,entertainment",2021-06-09,大连,69,46,73,1114,920,275,2024-01-08
user_413,inactive,"animals,science and technology",2023-12-17,沈阳,17,3,18,48,135,37,2023-11-04
user_414,information-seeker,"fashion and beauty,business and finance",2022-07-20,佛山,57,30,54,733,512,226,2023-12-18
user_415,information-source,"business and finance,food and dining,science and technology",2023-01-21,西安,75,67,294,1323,4999,121,2023-12-29
user_416,inactive,"business and finance",2023-05-27,深圳,8,11,17,41,29,67,2023-12-11
user_417,information-source,"fitness and health,entertainment,science and technology",2022-10-27,杭州,89,79,319,2714,5578,226,2023-11-02
user_418,information-seeker,"sports",2020-11-07,成都,58,35,61,267,566,376,2023-11-19
user_419,inactive,"entertainment",2022-10-05,成都,21,6,18,59,72,8,2023-12-27
user_420,information-source,"entertainment,learning and educational,science and technology",2022-09-18,重庆,72,77,355,4951,6806,175,2023-11-10
user_421,information-source,"business and finance",2020-04-01,北京,78,92,270,2312,3439,72,2023-12-30
user_422,general,"sports",2020-02-01,太原,75,31,57,1312,1064,185,2023-12-14
user_423,information-seeker,"politics",2023-09-02,太原,60,26,43,320,893,581,2023-11-19
user_424,information-seeker,"fitness and health",2021-05-09,成都,32,41,31,375,397,487,2023-11-02
user_425,inactive,"food and dining,politics,fashion and beauty",2021-03-06,福州,5,6,16,75,76,45,2023-12-02
user_426,information-source,"fashion and beauty,business and finance,food and dining",2020-08-10,福州,77,95,315,1579,5066,77,2024-01-06
user_427,information-source,"animals",2023-06-27,太原,85,84,446,1709,2188,105,2023-12-05
user_428,information-seeker,"fashion and beauty,entertainment",2023-12-24,太原,26,35,29,374,710,370,2023-12-04
user_429,inactive,"travel,animals",2022-05-05,合肥,5,20,20,11,113,18,2023-12-17
user_430,information-source,"travel,entertainment",2020-11-17,武汉,93,77,308,1283,8083,190,2023-11-20
user_431,information-seeker,"learning and educational,animals,arts and culture",2023-12-14,深圳,52,36,70,368,116,580,2023-12-04
user_432,inactive,"travel",2020-05-26,南京,7,12,17,33,43,88,2023-11-06
user_433,information-source,"animals,arts and culture",2022-02-22,昆明,78,93,157,4297,9784,141,2023-12-15
user_434,general,"politics,entertainment",2022-03-31,佛山,46,50,69,1111,1070,185,2023-11-03
user_435,general,"animals",2020-09-02,杭州,64,37,105,1482,2438,206,2023-12-18
user_436,information-source,"travel,fitness and health,entertainment",2020-11-08,天津,80,77,219,2921,6354,63,2024-01-01
user_437,general,"learning and educational,entertainment",2022-06-14,广州,69,50,52,1164,2879,192,2023-11-23
user_438,information-source,"food and dining,animals,sports",2021-09-09,广州,86,95,115,1895,6323,191,2023-11-07
user_439,general,"business and finance,entertainment,fitness and health",2020-07-14,长春,71,49,143,825,1038,168,2023-11-15
user_440,information-source,"learning and educational,arts and culture,animals",2022-04-12,上海,95,88,165,2370,2081,133,2023-12-09
user_441,general,"food and dining,animals",2021-09-30,南昌,48,65,94,609,978,282,2023-11-27
user_442,information-seeker,"travel",2020-04-07,济南,47,44,13,609,977,314,2023-11-10
user_443,information-seeker,"fashion and beauty",2021-08-11,昆明,60,31,75,546,935,238,2024-01-05
user_444,information-source,"science and technology,animals",2023-06-01,济南,69,67,259,4089,5503,201,2023-11-23
user_445,information-seeker,"science and technology,fitness and health",2020-07-15,长沙,56,21,57,372,353,336,2023-12-19
user_446,inactive,"business and finance,fitness and health,science and technology",2022-05-15,郑州,11,9,13,90,179,11,2024-01-09
user_447,general,"science and technology,learning and educational,arts and culture",2023-09-02,南京,60,50,94,1052,2414,252,2024-01-04
user_448,general,"food and dining",2020-09-03,郑州,66,31,54,1136,644,152,2023-12-14
user_449,general,"entertainment",2022-05-01,哈尔滨,41,58,105,1177,2579,187,2023-11-21
user_450,general,"animals,science and technology,food and dining",2023-02-17,南昌,58,58,87,1044,944,299,2023-12-03
user_451,information-source,"animals,politics,learning and educational",2022-06-03,重庆,68,79,303,3261,4207,210,2023-11-23
user_452,information-seeker,"arts and culture",2021-05-01,郑州,56,37,76,605,622,575,2023-11-04
user_453,information-seeker,"learning and educational,fitness and health",2022-05-22,广州,36,40,52,587,506,200,2023-11-16
user_454,inactive,"fashion and beauty,fitness and health",2022-03-26,沈阳,22,9,19,33,183,24,2023-12-09
user_455,general,"animals,business and finance,food and dining",2022-01-31,上海,68,59,82,1449,1236,256,2023-12-06
user_456,information-source,"science and technology,politics",2021-05-21,福州,90,69,384,3281,6401,246,2023-11-10
user_457,general,"fashion and beauty,business and finance,travel",2022-05-03,苏州,55,37,70,505,719,124,2023-11-22
user_458,information-source,"fitness and health,travel,animals",2022-12-25,长春,84,77,408,1813,7930,153,2023-12-13
user_459,information-source,"travel,sports,science and technology",2021-01-15,重庆,70,76,434,2222,8214,113,2023-11-15
user_460,general,"travel,arts and culture",2023-06-03,西安,44,46,135,933,2110,229,2024-01-19
user_461,general,"arts and culture,entertainment",2022-01-13,深圳,45,36,56,593,1709,109,2024-01-01
user_462,general,"learning and educational",2022-02-23,太原,49,62,117,659,1536,283,2023-12-05
user_463,general,"animals,arts and culture,fashion and beauty",2023-08-15,长沙,46,36,76,839,2353,259,2023-11-16
user_464,general,"food and dining,animals,travel",2021-11-21,大连,44,56,148,1048,2155,242,2023-12-03
user_465,information-seeker,"animals,food and dining,science and technology",2023-07-25,广州,53,34,22,422,197,518,2023-12-16
user_466,information-source,"politics,entertainment",2020-09-29,深圳,87,60,278,3031,6634,157,2023-12-11
user_467,information-source,"business and finance,arts and culture,food and dining",2021-12-27,沈阳,79,60,177,2588,2603,149,2024-01-09
user_468,general,"fashion and beauty,animals,arts and culture",2021-04-13,沈阳,62,44,123,1275,1919,259,2023-12-06
user_469,general,"sports,entertainment",2021-12-02,福州,51,52,87,1044,2233,190,2024-01-01
user_470,inactive,"animals,science and technology",2022-10-25,西安,10,15,6,11,158,40,2023-11-07
user_471,inactive,"politics,fashion and beauty",2023-10-11,南京,13,9,8,93,174,83,2023-12-08
user_472,inactive,"sports,food and dining",2022-10-20,无锡,9,16,6,96,196,22,2023-12-06
user_473,information-source,"animals,science and technology,fitness and health",2020-08-14,西安,95,93,234,2254,2964,180,2023-12-10
user_474,general,"business and finance",2020-08-13,武汉,50,63,77,902,737,136,2023-12-03
user_475,information-seeker,"fitness and health,travel",2023-08-20,佛山,33,43,48,675,596,405,2023-11-21
user_476,inactive,"sports,politics",2023-05-30,苏州,21,9,8,68,130,41,2024-01-17
user_477,information-seeker,"arts and culture,animals",2021-07-14,佛山,48,21,59,513,313,489,2024-01-04
user_478,inactive,"animals,arts and culture",2023-10-15,上海,19,8,5,21,61,56,2023-12-11
user_479,information-seeker,"sports,animals",2020-08-25,合肥,51,28,10,758,726,441,2023-12-14
user_480,information-seeker,"arts and culture,politics,animals",2022-02-24,厦门,43,22,65,763,132,356,2023-12-15
user_481,information-seeker,"entertainment,animals,food and dining",2023-12-19,福州,31,32,64,261,509,489,2023-12-10
user_482,general,"travel",2023-11-03,长沙,42,58,92,909,2291,253,2024-01-17
user_483,inactive,"business and finance,arts and culture,science and technology",2022-02-21,昆明,25,7,7,90,43,20,2023-11-29
user_484,general,"fashion and beauty,fitness and health",2023-06-05,无锡,68,49,137,1224,688,123,2023-11-22
user_485,information-seeker,"animals,entertainment",2023-04-21,太原,42,25,64,693,946,391,2023-11-06
user_486,general,"animals,science and technology,travel",2021-02-19,广州,75,42,138,1286,2842,271,2023-11-20
user_487,information-source,"entertainment,sports",2023-02-22,郑州,83,88,291,1297,8677,231,2024-01-17
user_488,inactive,"sports,fashion and beauty,arts and culture",2020-10-21,宁波,5,17,6,66,40,63,2023-12-26
user_489,information-seeker,"business and finance,animals",2022-01-01,大连,30,29,19,601,349,551,2024-01-14
user_490,information-source,"sports,fashion and beauty",2023-10-14,长沙,66,69,286,3279,3743,66,2023-12-26
user_491,information-seeker,"animals,learning and educational,science and technology",2022-05-16,长沙,45,24,25,476,790,302,2023-12-07
user_492,inactive,"entertainment,sports",2023-02-27,上海,12,18,0,88,133,38,2024-01-10
user_493,general,"science and technology",2020-05-26,宁波,71,46,57,1375,928,194,2023-11-12
user_494,information-source,"politics,learning and educational",2023-10-03,西安,85,78,220,2568,8351,64,2023-11-04
user_495,general,"fitness and health",2022-11-25,厦门,70,36,99,574,1072,251,2023-12-14
user_496,inactive,"animals,fitness and health,fashion and beauty",2020-01-08,太原,6,7,9,48,22,92,2023-11-17
user_497,general,"fashion and beauty",2021-07-28,厦门,66,64,90,1472,1541,204,2023-12-23
user_498,general,"business and finance,food and dining",2021-03-01,青岛,60,52,117,502,1207,208,2024-01-12
user_499,general,"fitness and health,animals",2021-06-28,宁波,68,53,148,1220,1646,253,2023-11-06
user_500,general,"learning and educational,fitness and health,entertainment",2020-04-06,郑州,51,33,123,610,655,183,2023-11-27
